,069500,122630,278530,233740,102780,229200,305540,139260,091180,462010,091160,161510,466920,091170,449450,143860,290130,367770,388420,462330,466940,228790,332940,487240,364960,228810,139230,325010,150460,139280,322400,266360,469070,385510,300640,459580,273130,488770,214980,385540,114260,148070,439870,302190,471230,438330,252670,114800,329200,411060,251340,261260,292560,252710,282000,261270,123310,271050,261120,409810,217780,230480,429740,304670,360750,133690,381170,381180,379800,458730,379810,453870,379780,314250,371160,465580,449180,251350,241180,245710,409820,423920,418660,283580,453850,329750,304660,305080,458260,437080,332620,468380,332610,456610,132030,182480,144600,261220,400570,352560,138230,271060,160580,130680,225800,352540
2014-04-29,20915,11455.0,,,5146.0,,,13928.0,18521.0,,17533.0,7050.0,,4977.0,,14912.0,,,,,,,,,,,4189.0,,6795.0,8719.0,,,,,,,,,,,49511.0,89352.0,,,,,,7775.0,,,,,,,,,8335.0,,,,,,,,,15825.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10010.0,7589.0,4970.0,,,,9832.0,,7180.0,10700.0,,
2014-04-30,20902,11345.0,,,5163.0,,,13845.0,18378.0,,17566.0,7108.0,,5014.0,,14976.0,,,,,,,,,,,4150.0,,6832.0,8808.0,,,,,,,,,,,49492.0,89348.0,,,,,,7805.0,,,,,,,,,8365.0,,,,,,,,,15835.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10015.0,7593.0,4945.0,,,,9841.0,,7175.0,10650.0,,
2014-05-02,20827,11355.0,,,5136.0,,,13978.0,18085.0,,17462.0,7065.0,,5031.0,,14941.0,,,,,,,,,,,4037.0,,6812.0,8922.0,,,,,,,,,,,49538.0,89509.0,,,,,,7815.0,,,,,,,,,8365.0,,,,,,,,,15950.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9950.0,7645.0,4830.0,,,,9828.0,,7060.0,10530.0,,
2014-05-07,20627,11110.0,,,5080.0,,,13868.0,17934.0,,17258.0,6996.0,,4962.0,,14745.0,,,,,,,,,,,3978.0,,6755.0,8922.0,,,,,,,,,,,49274.0,89761.0,,,,,,7895.0,,,,,,,,,8465.0,,,,,,,,,15753.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10140.0,7632.0,4980.0,,,,9765.0,,7080.0,10595.0,,
2014-05-08,20720,11220.0,,,5123.0,,,13751.0,18228.0,,17103.0,6957.0,,5014.0,,14632.0,,,,,,,,,,,4080.0,,6737.0,8850.0,,,,,,,,,,,49579.0,89866.0,,,,,,7855.0,,,,,,,,,8420.0,,,,,,,,,15670.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9990.0,7725.0,4895.0,,,,9755.0,,7055.0,10650.0,,
2014-05-09,20748,11245.0,,,5146.0,,,13744.0,18233.0,,17168.0,7043.0,,5044.0,,14676.0,,,,,,,,,,,4080.0,,6785.0,8987.0,,,,,,,,,,,49612.0,90009.0,,,,,,7850.0,,,,,,,,,8410.0,,,,,,,,,15576.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000.0,7741.0,4885.0,,,,9760.0,,7065.0,10640.0,,
2014-05-12,20880,11380.0,,,5202.0,,,13923.0,18145.0,,17409.0,6966.0,,5022.0,,14676.0,,,,,,,,,,,3999.0,,6785.0,8991.0,,,,,,,,,,,49598.0,90004.0,,,,,,7805.0,,,,,,,,,8375.0,,,,,,,,,15781.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9955.0,7746.0,4885.0,,,,9769.0,,7130.0,10630.0,,
2014-05-13,21166,11690.0,,,5233.0,,,14205.0,18326.0,,17611.0,6961.0,,5078.0,,14760.0,,,,,,,,,,,4124.0,,6827.0,8939.0,,,,,,,,,,,49617.0,90009.0,,,,,,7690.0,,,,,,,,,8245.0,,,,,,,,,15985.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000.0,7771.0,4920.0,,,,9750.0,,7200.0,10685.0,,
2014-05-14,21433,12000.0,,,5298.0,,,14277.0,18733.0,,17657.0,7055.0,,5193.0,,14785.0,,,,,,,,,,,4104.0,,6841.0,9066.0,,,,,,,,,,,49617.0,89970.0,,,,,,7590.0,,,,,,,,,8140.0,,,,,,,,,15940.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000.0,7711.0,4945.0,,,,9805.0,,7255.0,10765.0,,
2014-05-15,21438,11995.0,,,5331.0,,,14317.0,18765.0,,17575.0,7046.0,,5212.0,,14893.0,,,,,,,,,,,4138.0,,6841.0,9077.0,,,,,,,,,,,49657.0,90489.0,,,,,,7590.0,,,,,,,,,8145.0,,,,,,,,,15912.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10060.0,7715.0,4995.0,,,,9760.0,,7265.0,10795.0,,
2014-05-16,21427,11995.0,,,5400.0,,,14253.0,18498.0,,17649.0,7013.0,,5211.0,,14873.0,,,,,,,,,,,4138.0,,6808.0,9030.0,,,,,,,,,,,49675.0,90400.0,,,,,,7600.0,,,,,,,,,8145.0,,,,,,,,,15835.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10035.0,7711.0,4935.0,,,,9769.0,,7300.0,10825.0,,
2014-05-19,21470,12030.0,,,5481.0,,,14146.0,18526.0,,17370.0,7010.0,,5220.0,,14691.0,,,,,,,,,,,4104.0,,6836.0,9112.0,,,,,,,,,,,49644.0,90427.0,,,,,,7590.0,,,,,,,,,8140.0,,,,,,,,,15878.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000.0,7781.0,4925.0,,,,9737.0,,7295.0,10865.0,,
2014-05-20,21443,12005.0,,,5444.0,,,14295.0,18342.0,,17481.0,6991.0,,5163.0,,14597.0,,,,,,,,,,,4057.0,,6812.0,9091.0,,,,,,,,,,,49639.0,90422.0,,,,,,7590.0,,,,,,,,,8145.0,,,,,,,,,15936.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9995.0,7757.0,4915.0,,,,9779.0,,7340.0,10930.0,,
2014-05-21,21446,12020.0,,,5404.0,,,14393.0,18438.0,,17442.0,6989.0,,5094.0,,14642.0,,,,,,,,,,,4065.0,,6812.0,9073.0,,,,,,,,,,,49653.0,90561.0,,,,,,7585.0,,,,,,,,,8145.0,,,,,,,,,15912.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10030.0,7729.0,4925.0,,,,9787.0,,7295.0,10970.0,,
2014-05-22,21559,12145.0,,,5386.0,,,14415.0,18521.0,,17462.0,6993.0,,5142.0,,14612.0,,,,,,,,,,,4175.0,,6827.0,9112.0,,,,,,,,,,,49649.0,90375.0,,,,,,7550.0,,,,,,,,,8090.0,,,,,,,,,16063.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000.0,7680.0,4930.0,,,,9755.0,,7200.0,11045.0,,
2014-05-23,21524,12100.0,,,5404.0,,,14367.0,18581.0,,17552.0,7020.0,,5131.0,,14657.0,,,,,,,,,,,4150.0,,6836.0,9073.0,,,,,,,,,,,49667.0,90446.0,,,,,,7565.0,,,,,,,,,8105.0,,,,,,,,,16111.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10010.0,7684.0,4940.0,,,,9750.0,,7230.0,11060.0,,
2014-05-26,21488,12050.0,,,5386.0,,,14314.0,18560.0,,17620.0,7061.0,,5098.0,,14627.0,,,,,,,,,,,4170.0,,6850.0,9115.0,,,,,,,,,,,49689.0,90557.0,,,,,,7580.0,,,,,,,,,8130.0,,,,,,,,,16288.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9995.0,7741.0,4920.0,,,,9755.0,,7345.0,11075.0,,
2014-05-27,21267,11810.0,,,5338.0,,,14335.0,18413.0,,17702.0,7017.0,,5074.0,,14552.0,,,,,,,,,,,4150.0,,6841.0,9096.0,,,,,,,,,,,49712.0,90606.0,,,,,,7660.0,,,,,,,,,8205.0,,,,,,,,,16323.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9980.0,7739.0,4920.0,,,,9755.0,,7345.0,11125.0,,
2014-05-28,21504,12060.0,,,5411.0,,,14446.0,18507.0,,17829.0,7020.0,,5078.0,,14602.0,,,,,,,,,,,4175.0,,6859.0,9086.0,,,,,,,,,,,49730.0,90668.0,,,,,,7580.0,,,,,,,,,8130.0,,,,,,,,,16459.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9820.0,7787.0,4860.0,,,,9737.0,,7355.0,11125.0,,
2014-05-29,21485,12030.0,,,5444.0,,,14540.0,18392.0,,17949.0,6950.0,,5051.0,,14547.0,,,,,,,,,,,4124.0,,6836.0,8939.0,,,,,,,,,,,49735.0,90943.0,,,,,,7590.0,,,,,,,,,8125.0,,,,,,,,,16407.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9760.0,7729.0,4845.0,,,,9733.0,,7355.0,10995.0,,
2014-05-30,21302,11840.0,,,5369.0,,,14536.0,18347.0,,17810.0,6927.0,,4997.0,,14706.0,,,,,,,,,,,4124.0,,6868.0,8939.0,,,,,,,,,,,49730.0,90865.0,,,,,,7645.0,,,,,,,,,8190.0,,,,,,,,,16392.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9740.0,7750.0,4845.0,,,,9733.0,,7295.0,11050.0,,
2014-06-02,21352,11880.0,,,5369.0,,,14593.0,18291.0,,17819.0,6927.0,,5040.0,,14499.0,,,,,,,,,,,4080.0,,6789.0,8982.0,,,,,,,,,,,49726.0,90729.0,,,,,,7630.0,,,,,,,,,8190.0,,,,,,,,,16488.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9640.0,7787.0,4755.0,,,,9760.0,,7345.0,11030.0,,
2014-06-03,21373,11910.0,,,5468.0,,,14650.0,18347.0,,17796.0,6849.0,,5014.0,,14180.0,,,,,,,,,,,4052.0,,6793.0,8896.0,,,,,,,,,,,49749.0,90700.0,,,,,,7630.0,,,,,,,,,8180.0,,,,,,,,,16478.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9655.0,7820.0,4780.0,,,,9737.0,,7345.0,10920.0,,
2014-06-05,21260,11780.0,,,5486.0,,,14785.0,18237.0,,17672.0,6820.0,,4989.0,,13713.0,,,,,,,,,,,3999.0,,6662.0,8875.0,,,,,,,,,,,49722.0,90561.0,,,,,,7675.0,,,,,,,,,8235.0,,,,,,,,,16527.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9660.0,7862.0,4780.0,,,,9720.0,,7100.0,10885.0,,
2014-06-09,21256,11780.0,,,5426.0,,,14757.0,18291.0,,17649.0,6860.0,,5051.0,,13831.0,,,,,,,,,,,4047.0,,6742.0,8896.0,,,,,,,,,,,49735.0,90658.0,,,,,,7670.0,,,,,,,,,8225.0,,,,,,,,,16683.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9720.0,7930.0,4840.0,,,,9693.0,,6955.0,10975.0,,
2014-06-10,21480,12010.0,,,5477.0,,,15047.0,18337.0,,17959.0,6879.0,,5081.0,,13984.0,,,,,,,,,,,4104.0,,6751.0,8850.0,,,,,,,,,,,49759.0,90880.0,,,,,,7600.0,,,,,,,,,8155.0,,,,,,,,,16673.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9740.0,7830.0,4855.0,,,,9693.0,,6965.0,11120.0,,
2014-06-11,21463,11980.0,,,5426.0,,,15052.0,18392.0,,17838.0,6911.0,,5133.0,,13940.0,,,,,,,,,,,4094.0,,6724.0,8892.0,,,,,,,,,,,49781.0,90834.0,,,,,,7610.0,,,,,,,,,8160.0,,,,,,,,,16644.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9760.0,7768.0,4870.0,,,,9680.0,,6930.0,11100.0,,
2014-06-12,21383,11915.0,,,5395.0,,,15023.0,18431.0,,17810.0,6906.0,,5108.0,,14058.0,,,,,,,,,,,4047.0,,6695.0,8996.0,,,,,,,,,,,49809.0,91125.0,,,,,,7630.0,,,,,,,,,8195.0,,,,,,,,,16654.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9750.0,7754.0,4870.0,,,,9697.0,,6945.0,11120.0,,
2014-06-13,21123,11590.0,,,5338.0,,,14895.0,18421.0,,17667.0,6901.0,,5056.0,,14122.0,,,,,,,,,,,4022.0,,6700.0,8944.0,,,,,,,,,,,49901.0,91205.0,,,,,,7735.0,,,,,,,,,8305.0,,,,,,,,,16542.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9875.0,7741.0,4950.0,,,,9710.0,,6990.0,11420.0,,
2014-06-16,21233,11725.0,,,5360.0,,,15001.0,18321.0,,17924.0,6881.0,,5056.0,,14117.0,,,,,,,,,,,3953.0,,6700.0,8900.0,,,,,,,,,,,49891.0,91222.0,,,,,,7690.0,,,,,,,,,8245.0,,,,,,,,,16556.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9940.0,7760.0,5025.0,,,,9724.0,,6980.0,11450.0,,
2014-06-17,21272,11760.0,,,5369.0,,,15151.0,18560.0,,18045.0,6826.0,,5044.0,,14019.0,,,,,,,,,,,3982.0,,6681.0,8866.0,,,,,,,,,,,49906.0,91269.0,,,,,,7685.0,,,,,,,,,8235.0,,,,,,,,,16673.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9820.0,7715.0,4960.0,,,,9745.0,,6985.0,11350.0,,
2014-06-18,21148,11630.0,,,5326.0,,,14938.0,18275.0,,18108.0,6853.0,,5008.0,,14009.0,,,,,,,,,,,3963.0,,6700.0,8878.0,,,,,,,,,,,49911.0,91285.0,,,,,,7725.0,,,,,,,,,8280.0,,,,,,,,,16735.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9820.0,7744.0,4990.0,,,,9745.0,,6985.0,11360.0,,
2014-06-19,21202,11685.0,,,5326.0,,,15063.0,18330.0,,17998.0,6930.0,,5031.0,,13959.0,,,,,,,,,,,4004.0,,6724.0,9115.0,,,,,,,,,,,49980.0,91622.0,,,,,,7705.0,,,,,,,,,8255.0,,,,,,,,,16683.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9920.0,7794.0,5030.0,,,,9702.0,,6985.0,11385.0,,
2014-06-20,20894,11435.0,,,5238.0,,,14880.0,17972.0,,17801.0,6823.0,,4971.0,,13861.0,,,,,,,,,,,3963.0,,6746.0,9057.0,,,,,,,,,,,49999.0,91871.0,,,,,,7820.0,,,,,,,,,8375.0,,,,,,,,,16722.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10155.0,7859.0,5280.0,,,,9720.0,,6955.0,11400.0,,
2014-06-23,21010,11480.0,,,5260.0,,,15073.0,17883.0,,17538.0,6857.0,,4990.0,,13783.0,,,,,,,,,,,3933.0,,6724.0,9025.0,,,,,,,,,,,50008.0,91934.0,,,,,,7780.0,,,,,,,,,8335.0,,,,,,,,,16731.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10190.0,7879.0,5290.0,,,,9702.0,,7010.0,11515.0,,
2014-06-24,21242,11720.0,,,5311.0,,,15203.0,18023.0,,17863.0,6930.0,,5051.0,,13846.0,,,,,,,,,,,3963.0,,6765.0,9077.0,,,,,,,,,,,50021.0,92031.0,,,,,,7690.0,,,,,,,,,8260.0,,,,,,,,,16712.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10160.0,7851.0,5275.0,,,,9707.0,,7140.0,11330.0,,
2014-06-25,21123,11565.0,,,5251.0,,,15114.0,18065.0,,17716.0,6895.0,,5017.0,,13861.0,,,,,,,,,,,3896.0,,6728.0,9073.0,,,,,,,,,,,50013.0,91929.0,,,,,,7750.0,,,,,,,,,8310.0,,,,,,,,,16678.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10155.0,7846.0,5260.0,,,,9729.0,,7220.0,11440.0,,
2014-06-26,21260,11730.0,,,5264.0,,,15137.0,18275.0,,17514.0,6969.0,,5056.0,,13925.0,,,,,,,,,,,3919.0,,6746.0,9016.0,,,,,,,,,,,49970.0,92012.0,,,,,,7685.0,,,,,,,,,8245.0,,,,,,,,,16783.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10180.0,7846.0,5315.0,,,,9697.0,,7165.0,11425.0,,
2014-06-27,21206,11670.0,,,5260.0,,,14961.0,18330.0,,17282.0,6966.0,,5047.0,,14107.0,,,,,,,,,,,3963.0,,6785.0,9016.0,,,,,,,,,,,50061.0,92249.0,,,,,,7705.0,,,,,,,,,8275.0,,,,,,,,,16740.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10205.0,7820.0,5355.0,,,,9667.0,,7165.0,11315.0,,
2014-06-30,21302,11725.0,,,5285.0,,,15047.0,18417.0,,17561.0,7061.0,,5071.0,,14274.0,,,,,,,,,,,3943.0,,6855.0,9091.0,,,,,,,,,,,50044.0,92342.0,,,,,,7695.0,,,,,,,,,8260.0,,,,,,,,,16788.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10215.0,7885.0,5320.0,,,,9648.0,,7230.0,11280.0,,
2014-07-01,21247,11710.0,,,5289.0,,,15114.0,18178.0,,17736.0,7038.0,,5026.0,,14132.0,,,,,,,,,,,3958.0,,6886.0,9169.0,,,,,,,,,,,50057.0,92333.0,,,,,,7695.0,,,,,,,,,8250.0,,,,,,,,,16817.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10285.0,7874.0,5340.0,,,,9643.0,,7205.0,11380.0,,
2014-07-02,21397,11885.0,,,5334.0,,,15337.0,18178.0,,17995.0,7068.0,,5026.0,,14249.0,,,,,,,,,,,4004.0,,6925.0,9214.0,,,,,,,,,,,50151.0,92842.0,,,,,,7640.0,,,,,,,,,8195.0,,,,,,,,,16959.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10255.0,7902.0,5325.0,,,,9629.0,,7240.0,11305.0,,
2014-07-03,21373,11855.0,,,5342.0,,,15342.0,18178.0,,18179.0,7028.0,,5022.0,,13974.0,,,,,,,,,,,4037.0,,6891.0,9207.0,,,,,,,,,,,50203.0,92831.0,,,,,,7650.0,,,,,,,,,8205.0,,,,,,,,,16954.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10240.0,7892.0,5345.0,,,,9625.0,,7295.0,11210.0,,
2014-07-04,21344,11815.0,,,5311.0,,,15228.0,18193.0,,18041.0,7061.0,,4990.0,,14058.0,,,,,,,,,,,4032.0,,6911.0,9255.0,,,,,,,,,,,50193.0,92724.0,,,,,,7665.0,,,,,,,,,8220.0,,,,,,,,,17043.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10200.0,7862.0,5350.0,,,,9629.0,,7355.0,11175.0,,
2014-07-07,21225,11700.0,,,5276.0,,,15288.0,18061.0,,18123.0,7001.0,,5008.0,,14009.0,,,,,,,,,,,3990.0,,6915.0,9243.0,,,,,,,,,,,50193.0,92704.0,,,,,,7705.0,,,,,,,,,8255.0,,,,,,,,,17100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10155.0,7862.0,5300.0,,,,9643.0,,7410.0,11180.0,,
2014-07-08,21225,11685.0,,,5294.0,,,15356.0,18028.0,,18250.0,6974.0,,5008.0,,13846.0,,,,,,,,,,,3978.0,,6932.0,9236.0,,,,,,,,,,,50166.0,92550.0,,,,,,7705.0,,,,,,,,,8270.0,,,,,,,,,17090.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10200.0,7870.0,5325.0,,,,9657.0,,7310.0,11130.0,,
2014-07-09,21127,11570.0,,,5281.0,,,15068.0,18014.0,,18108.0,6948.0,,5026.0,,13787.0,,,,,,,,,,,3948.0,,6974.0,9222.0,,,,,,,,,,,50180.0,92473.0,,,,,,7745.0,,,,,,,,,8310.0,,,,,,,,,16911.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10245.0,7892.0,5355.0,,,,9652.0,,7420.0,11100.0,,
2014-07-10,21166,11625.0,,,5268.0,,,15028.0,18123.0,,17998.0,6961.0,,5022.0,,13816.0,,,,,,,,,,,3891.0,,6965.0,9280.0,,,,,,,,,,,50224.0,92994.0,,,,,,7730.0,,,,,,,,,8300.0,,,,,,,,,17013.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10340.0,7906.0,5395.0,,,,9662.0,,7425.0,10975.0,,
2014-07-11,20996,11415.0,,,5215.0,,,14853.0,17901.0,,17744.0,6941.0,,4986.0,,13624.0,,,,,,,,,,,3798.0,,6974.0,9255.0,,,,,,,,,,,50238.0,93087.0,,,,,,7800.0,,,,,,,,,8365.0,,,,,,,,,17018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10390.0,7937.0,5445.0,,,,9724.0,,7350.0,11070.0,,
2014-07-14,21074,11515.0,,,5233.0,,,14985.0,17909.0,,17881.0,6961.0,,5005.0,,13718.0,,,,,,,,,,,3827.0,,7044.0,9287.0,,,,,,,,,,,50250.0,93073.0,,,,,,7765.0,,,,,,,,,8335.0,,,,,,,,,17230.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10280.0,7937.0,5375.0,,,,9724.0,,7440.0,10805.0,,
2014-07-15,21293,11750.0,,,5276.0,,,15170.0,18258.0,,18041.0,7013.0,,5060.0,,13763.0,,,,,,,,,,,3827.0,,7024.0,9292.0,,,,,,,,,,,50219.0,93039.0,,,,,,7690.0,,,,,,,,,8255.0,,,,,,,,,17342.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10135.0,7981.0,5310.0,,,,9809.0,,7470.0,10880.0,,
2014-07-16,21325,11780.0,,,5276.0,,,15137.0,18442.0,,18065.0,7028.0,,5085.0,,13664.0,,,,,,,,,,,3867.0,,6951.0,9214.0,,,,,,,,,,,50259.0,93349.0,,,,,,7680.0,,,,,,,,,8235.0,,,,,,,,,17409.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10085.0,7976.0,5255.0,,,,9851.0,,7435.0,10800.0,,
2014-07-17,21392,11855.0,,,5276.0,,,15207.0,18447.0,,18245.0,7080.0,,5098.0,,13624.0,,,,,,,,,,,3871.0,,6960.0,9222.0,,,,,,,,,,,50373.0,93879.0,,,,,,7655.0,,,,,,,,,8210.0,,,,,,,,,17467.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10145.0,8003.0,5305.0,,,,9823.0,,7480.0,10910.0,,
2014-07-18,21365,11820.0,,,5272.0,,,15146.0,18493.0,,18174.0,7043.0,,5040.0,,13570.0,,,,,,,,,,,3910.0,,6955.0,9243.0,,,,,,,,,,,50368.0,93894.0,,,,,,7665.0,,,,,,,,,8225.0,,,,,,,,,17292.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10190.0,7981.0,5335.0,,,,9823.0,,7350.0,11085.0,,
2014-07-21,21373,11830.0,,,5285.0,,,15052.0,18275.0,,18150.0,7080.0,,5090.0,,13703.0,,,,,,,,,,,3924.0,,6929.0,9308.0,,,,,,,,,,,50336.0,93693.0,,,,,,7670.0,,,,,,,,,8220.0,,,,,,,,,17458.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10145.0,8052.0,5300.0,,,,9795.0,,7310.0,10990.0,,
2014-07-22,21500,11975.0,,,5307.0,,,15189.0,18351.0,,18198.0,7106.0,,5128.0,,13619.0,,,,,,,,,,,3910.0,,6969.0,9345.0,,,,,,,,,,,50346.0,93723.0,,,,,,7620.0,,,,,,,,,8175.0,,,,,,,,,17429.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10130.0,8013.0,5300.0,,,,9774.0,,7245.0,11165.0,,
2014-07-23,21495,11965.0,,,5321.0,,,14935.0,18203.0,,18103.0,7138.0,,5189.0,,13773.0,,,,,,,,,,,4022.0,,6937.0,9355.0,,,,,,,,,,,50428.0,93849.0,,,,,,7625.0,,,,,,,,,8175.0,,,,,,,,,17497.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10145.0,8037.0,5300.0,,,,9765.0,,7400.0,11055.0,,
2014-07-24,21504,11970.0,,,5331.0,,,14871.0,18275.0,,17954.0,7157.0,,5157.0,,13723.0,,,,,,,,,,,4032.0,,6886.0,9248.0,,,,,,,,,,,50387.0,93659.0,,,,,,7625.0,,,,,,,,,8170.0,,,,,,,,,17664.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10040.0,8052.0,5265.0,,,,9828.0,,7400.0,11090.0,,
2014-07-25,21548,12035.0,,,5316.0,,,14798.0,18392.0,,17886.0,7122.0,,5246.0,,13738.0,,,,,,,,,,,4022.0,,6969.0,9265.0,,,,,,,,,,,50396.0,93525.0,,,,,,7605.0,,,,,,,,,8155.0,,,,,,,,,17706.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10035.0,8059.0,5200.0,,,,9805.0,,7480.0,10995.0,,
2014-07-28,21749,12235.0,,,5316.0,,,14750.0,18337.0,,17509.0,7202.0,,5448.0,,13615.0,,,,,,,,,,,4032.0,,6978.0,9446.0,,,,,,,,,,,50401.0,93669.0,,,,,,7540.0,,,,,,,,,8085.0,,,,,,,,,17565.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10100.0,7996.0,5240.0,,,,9800.0,,7485.0,10955.0,,
2014-07-29,21957,12480.0,,,5386.0,,,14579.0,18921.0,,17178.0,7266.0,,5576.0,,13530.0,,,,,,,,,,,4022.0,,6873.0,9463.0,,,,,,,,,,,50391.0,93474.0,,,,,,7465.0,,,,,,,,,7995.0,,,,,,,,,17526.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10115.0,8048.0,5205.0,,,,9779.0,,7465.0,10985.0,,
2014-07-30,22227,12770.0,,,5449.0,,,14862.0,19059.0,,17291.0,7352.0,,5639.0,,13570.0,,,,,,,,,,,3871.0,,6942.0,9734.0,,,,,,,,,,,50373.0,93425.0,,,,,,7375.0,,,,,,,,,7915.0,,,,,,,,,17517.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10050.0,8002.0,5210.0,,,,9774.0,,7420.0,10960.0,,
2014-07-31,22118,12635.0,,,5440.0,,,14701.0,19237.0,,16763.0,7433.0,,5676.0,,13187.0,,,,,,,,,,,3876.0,,6942.0,9791.0,,,,,,,,,,,50363.0,93268.0,,,,,,7420.0,,,,,,,,,7945.0,,,,,,,,,17585.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10045.0,7989.0,5235.0,,,,9818.0,,7395.0,10760.0,,
2014-08-01,22021,12540.0,,,5381.0,,,14692.0,19200.0,,16816.0,7488.0,,5676.0,,13247.0,,,,,,,,,,,3854.0,,6997.0,9904.0,,,,,,,,,,,50363.0,93021.0,,,,,,7430.0,,,,,,,,,7980.0,,,,,,,,,17448.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9975.0,7874.0,5180.0,,,,9908.0,,7515.0,10615.0,,
2014-08-04,22017,12555.0,,,5408.0,,,14957.0,19073.0,,17080.0,7482.0,,5665.0,,13290.0,,,,,,,,,,,3886.0,,7074.0,9908.0,,,,,,,,,,,50359.0,93049.0,,,,,,7440.0,,,,,,,,,7975.0,,,,,,,,,17307.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000.0,7863.0,5160.0,,,,9877.0,,7470.0,10840.0,,
2014-08-05,21867,12370.0,,,5351.0,,,14740.0,18897.0,,16978.0,7385.0,,5633.0,,13490.0,,,,,,,,,,,3867.0,,7011.0,9895.0,,,,,,,,,,,50346.0,93142.0,,,,,,7495.0,,,,,,,,,8035.0,,,,,,,,,17399.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9980.0,7904.0,5140.0,,,,9828.0,,7435.0,10725.0,,
2014-08-06,21802,12295.0,,,5331.0,,,14622.0,18645.0,,16560.0,7385.0,,5686.0,,13310.0,,,,,,,,,,,3813.0,,7039.0,9990.0,,,,,,,,,,,50387.0,93044.0,,,,,,7515.0,,,,,,,,,8060.0,,,,,,,,,17327.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9980.0,7833.0,5050.0,,,,9877.0,,7515.0,10605.0,,
