,069500,122630,278530,233740,102780,229200,305540,139260,091180,462010,091160,161510,466920,091170,449450,143860,290130,367770,388420,462330,466940,228790,332940,487240,364960,228810,139230,325010,150460,139280,322400,266360,469070,385510,300640,459580,273130,488770,214980,385540,114260,148070,439870,302190,471230,438330,252670,114800,329200,411060,251340,261260,292560,252710,282000,261270,123310,271050,261120,409810,217780,230480,429740,304670,360750,133690,381170,381180,379800,458730,379810,453870,379780,314250,371160,465580,449180,251350,241180,245710,409820,423920,418660,283580,453850,329750,304660,305080,458260,437080,332620,468380,332610,456610,132030,182480,144600,261220,400570,352560,138230,271060,160580,130680,225800,352540
2017-01-16,22837,11985.0,,8265.0,4813.0,8740.0,,15526.0,15552.0,,19461.0,8147.0,,5156.0,,23344.0,,,,,,3979.0,,,,5163.0,3077.0,,6645.0,11064.0,,,,,,,,,97102.0,,53813.0,105573.0,,,,,8905.0,7350.0,,,10845.0,10290.0,,8925.0,,10150.0,7905.0,,10290.0,,14825.0,9315.0,,,,26086.0,,,,,,,,,,,,10833.0,10697.0,10215.0,,,,,,,,,,,,,,,9140.0,9587.0,4065.0,19755.0,,,11295.0,,6675.0,4610.0,9585.0,
2017-01-17,22924,12070.0,,8160.0,4818.0,8679.0,,15569.0,15665.0,,19461.0,8185.0,,5227.0,,23117.0,,,,,,3936.0,,,,5138.0,3087.0,,6604.0,11029.0,,,,,,,,,97107.0,,53837.0,105536.0,,,,,8840.0,7325.0,,,10905.0,10425.0,,8865.0,,10225.0,7885.0,,10425.0,,14510.0,9440.0,,,,25989.0,,,,,,,,,,,,10694.0,10567.0,10195.0,,,,,,,,,,,,,,,9220.0,9587.0,4085.0,19710.0,,,11220.0,,6590.0,4590.0,9475.0,
2017-01-18,22910,12060.0,,8205.0,4828.0,8701.0,,15526.0,15742.0,,19589.0,8209.0,,5250.0,,23137.0,,,,,,3954.0,,,,5217.0,3073.0,,6650.0,10964.0,,,,,,,,,97112.0,,53798.0,105600.0,,,,,8840.0,7330.0,,,10860.0,10555.0,,8865.0,,10310.0,7885.0,,10555.0,,14555.0,9555.0,,,,25784.0,,,,,,,,,,,,10674.0,10507.0,10130.0,,,,,,,,,,,,,,,9250.0,9662.0,4130.0,19810.0,,,11145.0,,6565.0,4590.0,9335.0,
2017-01-19,22924,12085.0,,8170.0,4793.0,8691.0,,15689.0,15543.0,,19623.0,8185.0,,5230.0,,23019.0,,,,,,3964.0,,,,5267.0,3040.0,,6650.0,10955.0,,,,,,,,,97126.0,,53764.0,105146.0,,,,,8835.0,7320.0,,,10910.0,10375.0,,8860.0,,10210.0,7870.0,,10410.0,,14520.0,9385.0,,,,26034.0,,,,,,,,,,,,10773.0,10586.0,10105.0,,,,,,,,,,,,,,,9165.0,9676.0,4085.0,19425.0,,,11239.0,,6635.0,4530.0,9510.0,
2017-01-20,22892,12030.0,,8090.0,4772.0,8674.0,,15644.0,15399.0,,19437.0,8155.0,,5219.0,,22925.0,,,,,,3969.0,,,,5282.0,3011.0,,6672.0,11039.0,,,,,,,,,97126.0,,53774.0,105361.0,,,,,8865.0,7335.0,,,10980.0,10520.0,,8890.0,,10250.0,7900.0,,10515.0,,14555.0,9505.0,,,,25955.0,,,,,,,,,,,,10670.0,10609.0,10130.0,,,,,,,,,,,,,,,9205.0,9579.0,4095.0,19375.0,,,11172.0,,6520.0,4505.0,9385.0,
2017-01-23,22869,12010.0,,8000.0,4793.0,8606.0,,15768.0,15202.0,,19559.0,8091.0,,5146.0,,22638.0,,,,,,3928.0,,,,5262.0,3011.0,,6645.0,11017.0,,,,,,,,,97131.0,,53822.0,105686.0,,,,,8870.0,7340.0,,,11000.0,10585.0,,8900.0,,10290.0,7895.0,,10585.0,,14585.0,9580.0,,,,25740.0,,,,,,,,,,,,10724.0,10550.0,10210.0,,,,,,,,,,,,,,,9280.0,9649.0,4135.0,19705.0,,,11130.0,,6585.0,4550.0,9315.0,
2017-01-24,22874,12035.0,,7885.0,4808.0,8549.0,,15786.0,14966.0,,19623.0,8036.0,,5137.0,,22370.0,,,,,,3959.0,,,,5192.0,3021.0,,6624.0,11043.0,,,,,,,,,97136.0,,53827.0,105729.0,,,,,8865.0,7340.0,,,11075.0,10585.0,,8890.0,,10310.0,7895.0,,10620.0,,14560.0,9570.0,,,,25814.0,,,,,,,,,,,,10666.0,10492.0,10200.0,,,,,,,,,,,,,,,9270.0,9731.0,4125.0,19615.0,,,11130.0,,6590.0,4545.0,9310.0,
2017-01-25,22957,12115.0,,7855.0,4870.0,8521.0,,15925.0,14682.0,,19685.0,8002.0,,5230.0,,22102.0,,,,,,3974.0,,,,5143.0,2968.0,,6556.0,10919.0,,,,,,,,,97151.0,,53822.0,105623.0,,,,,8810.0,7315.0,,,11115.0,10580.0,,8835.0,,10300.0,7870.0,,10585.0,,14565.0,9560.0,,,,26086.0,,,,,,,,,,,,10719.0,10633.0,10215.0,,,,,,,,,,,,,,,9150.0,9735.0,4085.0,19645.0,,,11140.0,,6675.0,4530.0,9330.0,
2017-01-26,23144,12320.0,,8040.0,4885.0,8594.0,,16119.0,14673.0,,20019.0,8091.0,,5305.0,,22232.0,,,,,,3928.0,,,,5187.0,2987.0,,6576.0,10919.0,,,,,,,,,97141.0,,53744.0,105141.0,,,,,8660.0,7255.0,,,10995.0,10705.0,,8690.0,,10355.0,7800.0,,10700.0,,14555.0,9680.0,,,,26221.0,,,,,,,,,,,,10764.0,10768.0,10215.0,,,,,,,,,,,,,,,9090.0,9669.0,4060.0,19725.0,,,11074.0,,6680.0,4540.0,9210.0,
2017-01-31,23014,12170.0,,8015.0,4895.0,8579.0,,16119.0,14166.0,,20187.0,8042.0,,5300.0,,22222.0,,,,,,3944.0,,,,5202.0,2954.0,,6637.0,10937.0,,,,,,,,,97151.0,,53798.0,105339.0,,,,,8770.0,7295.0,,,10945.0,10660.0,,8790.0,,10335.0,7855.0,,10635.0,,14565.0,9650.0,,,,26039.0,,,,,,,,,,,,10704.0,10558.0,10255.0,,,,,,,,,,,,,,,9170.0,9496.0,4135.0,19460.0,,,11093.0,,6670.0,4490.0,9260.0,
2017-02-01,23085,12255.0,,8210.0,4890.0,8691.0,,16285.0,14245.0,,20158.0,8083.0,,5354.0,,22643.0,,,,,,3944.0,,,,5257.0,3040.0,,6682.0,10932.0,,,,,,,,,97156.0,,53778.0,105357.0,,,,,8700.0,7270.0,,,10835.0,10715.0,,8725.0,,10355.0,7830.0,,10710.0,,14570.0,9705.0,,,,26029.0,,,,,,,,,,,,10608.0,10558.0,10240.0,,,,,,,,,,,,,,,9180.0,9561.0,4210.0,19530.0,,,11061.0,,6700.0,4495.0,9200.0,
2017-02-02,22996,12140.0,,8000.0,4885.0,8584.0,,16148.0,14049.0,,19743.0,8002.0,,5337.0,,22633.0,,,,,,3816.0,,,,5197.0,3044.0,,6657.0,10760.0,,,,,,,,,97175.0,,53808.0,105320.0,,,,,8775.0,7310.0,,,10985.0,10925.0,,8805.0,,10450.0,7860.0,,10910.0,,14685.0,9880.0,,,,25784.0,,,,,,,,,,,,10564.0,10456.0,10110.0,,,,,,,,,,,,,,,9260.0,9448.0,4250.0,19865.0,,,10958.0,,6670.0,4550.0,9015.0,
2017-02-03,23011,12175.0,,7945.0,4911.0,8564.0,,16312.0,14034.0,,19872.0,8036.0,,5367.0,,22534.0,,,,,,3811.0,,,,5172.0,3016.0,,6645.0,10848.0,,,,,,,,,97184.0,,53778.0,105221.0,,,,,8760.0,7295.0,,,11030.0,10905.0,,8790.0,,10470.0,7850.0,,10895.0,,14760.0,9855.0,,,,25882.0,,,,,,,,,,,,10574.0,10414.0,10170.0,,,,,,,,,,,,,,,9260.0,9554.0,4190.0,19980.0,,,10963.0,,6540.0,4560.0,9025.0,
2017-02-06,23070,12230.0,,8090.0,4911.0,8625.0,,16312.0,13896.0,,19657.0,8083.0,,5404.0,,22732.0,,,,,,3796.0,,,,5187.0,3058.0,,6696.0,10927.0,,,,,,,,,97189.0,,53798.0,105347.0,,,,,8725.0,7280.0,,,10895.0,11105.0,,8750.0,,10545.0,7825.0,,11105.0,,14830.0,10030.0,,,,25726.0,,,,,,,,,,,,10535.0,10381.0,10165.0,,,,,,,,,,,,,,,9325.0,9606.0,4240.0,19975.0,,,10873.0,,6540.0,4590.0,8865.0,
2017-02-07,23048,12180.0,,8015.0,4911.0,8594.0,,16272.0,14140.0,,19365.0,8113.0,,5379.0,,22910.0,,,,,,3811.0,,,,5177.0,3021.0,,6748.0,10999.0,,,,,,,,,97204.0,,53837.0,105686.0,,,,,8750.0,7295.0,,,10955.0,10950.0,,8785.0,,10495.0,7850.0,,10985.0,,14860.0,9930.0,,,,25930.0,,,,,,,,,,,,10554.0,10535.0,10225.0,,,,,,,,,,,,,,,9380.0,9591.0,4270.0,19685.0,,,10929.0,,6540.0,4525.0,8965.0,
2017-02-08,22936,12075.0,,8040.0,4903.0,8594.0,,16322.0,14236.0,,19647.0,8094.0,,5377.0,,22737.0,,,,,,3718.0,,,,5143.0,3021.0,,6706.0,10888.0,,,,,,,,,97209.0,,53822.0,105560.0,,,,,8835.0,7330.0,,,10945.0,10915.0,,8870.0,,10470.0,7885.0,,10925.0,,14730.0,9870.0,,,,26048.0,,,,,,,,,,,,10569.0,10502.0,10245.0,,,,,,,,,,,,,,,9400.0,9557.0,4265.0,19175.0,,,10958.0,,6595.0,4450.0,9015.0,
2017-02-09,22969,12100.0,,8055.0,4914.0,8594.0,,16215.0,14208.0,,19489.0,8152.0,,5432.0,,22588.0,,,,,,3708.0,,,,5138.0,3077.0,,6682.0,10822.0,,,,,,,,,97219.0,,53885.0,105880.0,,,,,8810.0,7320.0,,,10935.0,10950.0,,8840.0,,10480.0,7860.0,,10940.0,,14700.0,9890.0,,,,26068.0,,,,,,,,,,,,10594.0,10427.0,10300.0,,,,,,,,,,,,,,,9450.0,9606.0,4280.0,19485.0,,,10948.0,,6560.0,4470.0,8995.0,
2017-02-10,23011,12155.0,,8065.0,4932.0,8625.0,,15953.0,14221.0,,19045.0,8214.0,,5473.0,,22643.0,,,,,,3733.0,,,,5114.0,3092.0,,6729.0,10880.0,,,,,,,,,97219.0,,53822.0,105343.0,,,,,8780.0,7305.0,,,10940.0,10860.0,,8805.0,,10425.0,7850.0,,10845.0,,14570.0,9805.0,,,,26320.0,,,,,,,,,,,,10670.0,10596.0,10270.0,,,,,,,,,,,,,,,9320.0,9648.0,4230.0,19645.0,,,10990.0,,6660.0,4500.0,9065.0,
2017-02-13,23023,12155.0,,8120.0,4898.0,8650.0,,15911.0,14321.0,,19207.0,8252.0,,5456.0,,22687.0,,,,,,3841.0,,,,5105.0,3115.0,,6767.0,11008.0,,,,,,,,,97224.0,,53851.0,105339.0,,,,,8775.0,7305.0,,,10870.0,10820.0,,8805.0,,10395.0,7850.0,,10820.0,,14480.0,9790.0,,,,26409.0,,,,,,,,,,,,10749.0,10646.0,10310.0,,,,,,,,,,,,,,,9370.0,9719.0,4300.0,19935.0,,,11005.0,,6695.0,4555.0,9090.0,
2017-02-14,22960,12100.0,,8095.0,4906.0,8615.0,,15704.0,14483.0,,18944.0,8252.0,,5484.0,,22682.0,,,,,,4003.0,,,,5129.0,3115.0,,6836.0,11003.0,,,,,,,,,97229.0,,53827.0,105536.0,,,,,8820.0,7325.0,,,10895.0,11090.0,,8855.0,,10540.0,7875.0,,11085.0,,14595.0,10025.0,,,,26191.0,,,,,,,,,,,,10661.0,10502.0,10165.0,,,,,,,,,,,,,,,9335.0,9729.0,4295.0,19625.0,,,10873.0,,6850.0,4500.0,8870.0,
2017-02-15,23033,12165.0,,8250.0,4903.0,8720.0,,15708.0,14694.0,,18891.0,8283.0,,5415.0,,23251.0,,,,,,4057.0,,,,5153.0,3120.0,,6938.0,11077.0,,,,,,,,,97229.0,,53832.0,105482.0,,,,,8765.0,7300.0,,,10775.0,11015.0,,8800.0,,10510.0,7850.0,,11010.0,,14555.0,9955.0,,,,26320.0,,,,,,,,,,,,10709.0,10591.0,10285.0,,,,,,,,,,,,,,,9305.0,9679.0,4290.0,19570.0,,,10919.0,,6880.0,4470.0,8930.0,
2017-02-16,23019,12160.0,,8280.0,4860.0,8720.0,,15896.0,14844.0,,19316.0,8209.0,,5384.0,,23176.0,,,,,,4033.0,,,,5167.0,3063.0,,6911.0,11034.0,,,,,,,,,97238.0,,53841.0,105577.0,,,,,8775.0,7305.0,,,10775.0,11010.0,,8815.0,,10500.0,7850.0,,11020.0,,14540.0,9945.0,,,,26535.0,,,,,,,,,,,,10788.0,10465.0,10460.0,,,,,,,,,,,,,,,9385.0,9620.0,4325.0,19635.0,,,10910.0,,6725.0,4475.0,8930.0,
2017-02-17,23019,12160.0,,8305.0,4832.0,8740.0,,15857.0,14931.0,,19618.0,8227.0,,5428.0,,23291.0,,,,,,4018.0,,,,5242.0,3035.0,,6896.0,11029.0,,,,,,,,,97243.0,,53871.0,105722.0,,,,,8775.0,7305.0,,,10745.0,10940.0,,8810.0,,10475.0,7860.0,,10930.0,,14535.0,9880.0,,,,26579.0,,,,,,,,,,,,10818.0,10563.0,10330.0,,,,,,,,,,,,,,,9385.0,9679.0,4335.0,19730.0,,,10953.0,,6705.0,4430.0,8990.0,
2017-02-20,23097,12235.0,,8340.0,4832.0,8754.0,,15971.0,14844.0,,19733.0,8198.0,,5390.0,,23053.0,,,,,,4033.0,,,,5222.0,3040.0,,6891.0,11069.0,,,,,,,,,97243.0,,53846.0,105393.0,,,,,8720.0,7280.0,,,10740.0,10905.0,,8755.0,,10460.0,7835.0,,10895.0,,14390.0,9855.0,,,,26832.0,,,,,,,,,,,,10818.0,10609.0,10350.0,,,,,,,,,,,,,,,9380.0,9715.0,4310.0,19810.0,,,10967.0,,6705.0,4490.0,9020.0,
2017-02-21,23310,12455.0,,8410.0,4890.0,8781.0,,16189.0,14897.0,,19800.0,8272.0,,5424.0,,23221.0,,,,,,3998.0,,,,5242.0,3097.0,,6933.0,11091.0,,,,,,,,,97247.0,,53841.0,105085.0,,,,,8555.0,7215.0,,,10675.0,10920.0,,8595.0,,10465.0,7765.0,,10935.0,,14360.0,9875.0,,,,26783.0,,,,,,,,,,,,10823.0,10633.0,10335.0,,,,,,,,,,,,,,,9385.0,9724.0,4300.0,19795.0,,,10958.0,,6800.0,4480.0,9005.0,
2017-02-22,23353,12505.0,,8415.0,4898.0,8790.0,,16259.0,14835.0,,19765.0,8310.0,,5418.0,,23077.0,,,,,,4013.0,,,,5242.0,3177.0,,6933.0,11136.0,,,,,,,,,97252.0,,53764.0,104700.0,,,,,8520.0,7195.0,,,10675.0,11000.0,,8560.0,,10505.0,7750.0,,11000.0,,14370.0,9935.0,,,,26827.0,,,,,,,,,,,,10818.0,10591.0,10315.0,,,,,,,,,,,,,,,9365.0,9832.0,4320.0,20020.0,,,10919.0,,6705.0,4480.0,8945.0,
2017-02-23,23361,12510.0,,8295.0,4903.0,8725.0,,16254.0,14775.0,,19574.0,8306.0,,5424.0,,23152.0,,,,,,3998.0,,,,5207.0,3167.0,,6970.0,11166.0,,,,,,,,,97262.0,,53803.0,104996.0,,,,,8525.0,7195.0,,,10765.0,11080.0,,8565.0,,10530.0,7745.0,,11065.0,,14485.0,10005.0,,,,26671.0,,,,,,,,,,,,10783.0,10502.0,10235.0,,,,,,,,,,,,,,,9395.0,9813.0,4305.0,19845.0,,,10878.0,,6605.0,4465.0,8870.0,
2017-02-24,23188,12315.0,,8300.0,4870.0,8735.0,,15873.0,14863.0,,19101.0,8255.0,,5404.0,,23306.0,,,,,,4208.0,,,,5277.0,3139.0,,7059.0,11377.0,,,,,,,,,97267.0,,53832.0,105582.0,,,,,8660.0,7255.0,,,10760.0,11215.0,,8695.0,,10610.0,7810.0,,11195.0,,14550.0,10140.0,,,,26409.0,,,,,,,,,,,,10724.0,10502.0,10105.0,,,,,,,,,,,,,,,9500.0,9863.0,4365.0,19965.0,,,10802.0,,6650.0,4495.0,8760.0,
2017-02-27,23080,12225.0,,8225.0,4865.0,8706.0,,15657.0,14892.0,,19045.0,8234.0,,5259.0,,23379.0,,,,,,4163.0,,,,5217.0,3172.0,,7041.0,11381.0,,,,,,,,,97272.0,,53851.0,105478.0,,,,,8720.0,7280.0,,,10805.0,11165.0,,8765.0,,10570.0,7835.0,,11160.0,,14620.0,10085.0,,,,26579.0,,,,,,,,,,,,10699.0,10422.0,10130.0,,,,,,,,,,,,,,,9550.0,9908.0,4415.0,19955.0,,,10830.0,,6510.0,4485.0,8800.0,
2017-02-28,23124,12255.0,,8220.0,4890.0,8683.0,,15621.0,14840.0,,19101.0,8258.0,,5346.0,,23291.0,,,,,,4099.0,,,,5158.0,3212.0,,7022.0,11342.0,,,,,,,,,97277.0,,53871.0,105536.0,,,,,8700.0,7275.0,,,10805.0,11220.0,,8735.0,,10605.0,7825.0,,11225.0,,14660.0,10150.0,,,,26502.0,,,,,,,,,,,,10670.0,10475.0,10120.0,,,,,,,,,,,,,,,9510.0,9966.0,4395.0,19905.0,,,10811.0,,6525.0,4490.0,8765.0,
2017-03-02,23338,12475.0,,8160.0,4924.0,8640.0,,15987.0,14541.0,,19134.0,8275.0,,5442.0,,23058.0,,,,,,3954.0,,,,4986.0,3236.0,,6849.0,11157.0,,,,,,,,,97291.0,,53827.0,105073.0,,,,,8540.0,7210.0,,,10860.0,11005.0,,8575.0,,10510.0,7750.0,,10995.0,,14555.0,9935.0,,,,26961.0,,,,,,,,,,,,10885.0,10685.0,10120.0,,,,,,,,,,,,,,,9460.0,9840.0,4400.0,19660.0,,,10919.0,,6715.0,4460.0,8935.0,
2017-03-03,23116,12235.0,,7955.0,4890.0,8559.0,,15921.0,14119.0,,18964.0,8182.0,,5404.0,,22762.0,,,,,,3655.0,,,,4913.0,3212.0,,6637.0,10907.0,,,,,,,,,97287.0,,53803.0,104802.0,,,,,8715.0,7280.0,,,11000.0,10730.0,,8745.0,,10375.0,7830.0,,10725.0,,14505.0,9685.0,,,,27121.0,,,,,,,,,,,,10983.0,10702.0,10160.0,,,,,,,,,,,,,,,9345.0,9813.0,4260.0,19365.0,,,11047.0,,6770.0,4410.0,9150.0,
2017-03-06,23140,12270.0,,8055.0,4906.0,8579.0,,16109.0,14152.0,,19493.0,8131.0,,5362.0,,22712.0,,,,,,3684.0,,,,4868.0,3236.0,,6645.0,10872.0,,,,,,,,,97291.0,,53788.0,104645.0,,,,,8685.0,7265.0,,,10920.0,10700.0,,8720.0,,10360.0,7820.0,,10695.0,,14445.0,9665.0,,,,27220.0,,,,,,,,,,,,10998.0,10702.0,10285.0,,,,,,,,,,,,,,,9335.0,9780.0,4275.0,19470.0,,,11070.0,,6640.0,4440.0,9175.0,
2017-03-07,23277,12400.0,,8085.0,4924.0,8584.0,,16172.0,14249.0,,19535.0,8182.0,,5411.0,,22782.0,,,,,,3684.0,,,,4941.0,3350.0,,6672.0,10897.0,,,,,,,,,97291.0,,53759.0,104344.0,,,,,8575.0,7225.0,,,10895.0,10905.0,,8615.0,,10445.0,7770.0,,10905.0,,14465.0,9835.0,,,,26980.0,,,,,,,,,,,,10900.0,10609.0,10195.0,,,,,,,,,,,,,,,9295.0,9724.0,4250.0,19460.0,,,10963.0,,6545.0,4450.0,9005.0,
2017-03-08,23323,12440.0,,8035.0,4932.0,8584.0,,16193.0,14221.0,,19456.0,8214.0,,5494.0,,22544.0,,,,,,3699.0,,,,4941.0,3313.0,,6655.0,10976.0,,,,,,,,,97282.0,,53749.0,104388.0,,,,,8550.0,7215.0,,,10960.0,10915.0,,8590.0,,10475.0,7755.0,,10925.0,,14535.0,9865.0,,,,26876.0,,,,,,,,,,,,10843.0,10530.0,10205.0,,,,,,,,,,,,,,,9245.0,9675.0,4200.0,19360.0,,,10943.0,,6535.0,4425.0,8995.0,
2017-03-09,23275,12385.0,,8035.0,4903.0,8584.0,,16090.0,14264.0,,19404.0,8201.0,,5462.0,,22554.0,,,,,,3787.0,,,,5030.0,3279.0,,6710.0,11057.0,,,,,,,,,97296.0,,53739.0,104158.0,,,,,8590.0,7235.0,,,10965.0,10680.0,,8620.0,,10355.0,7780.0,,10680.0,,14490.0,9655.0,,,,27233.0,,,,,,,,,,,,10910.0,10623.0,10360.0,,,,,,,,,,,,,,,9150.0,9514.0,4115.0,18575.0,,,11074.0,,6475.0,4300.0,9180.0,
2017-03-10,23292,12435.0,,8260.0,4914.0,8691.0,,16197.0,14325.0,,19685.0,8205.0,,5501.0,,22687.0,,,,,,3791.0,,,,5095.0,3284.0,,6725.0,11059.0,,,,,,,,,97296.0,,53705.0,104243.0,,,,,8560.0,7225.0,,,10745.0,10700.0,,8605.0,,10365.0,7770.0,,10685.0,,14485.0,9660.0,,,,27261.0,,,,,,,,,,,,10949.0,10656.0,10425.0,,,,,,,,,,,,,,,9115.0,9361.0,4070.0,18195.0,,,11070.0,,6400.0,4215.0,9180.0,
2017-03-13,23552,12700.0,,8265.0,4969.0,8691.0,,16573.0,14304.0,,19985.0,8322.0,,5669.0,,22712.0,,,,,,3883.0,,,,5124.0,3313.0,,6757.0,11136.0,,,,,,,,,97301.0,,53744.0,104356.0,,,,,8370.0,7140.0,,,10745.0,10915.0,,8415.0,,10465.0,7685.0,,10910.0,,14465.0,9850.0,,,,27035.0,,,,,,,,,,,,10890.0,10651.0,10330.0,,,,,,,,,,,,,,,9185.0,9339.0,4075.0,17650.0,,,10948.0,,6465.0,4095.0,8975.0,
2017-03-14,23770,12920.0,,8185.0,5113.0,8630.0,,16686.0,14487.0,,19828.0,8356.0,,5741.0,,22455.0,,,,,,3841.0,,,,5114.0,3265.0,,6687.0,11122.0,,,,,,,,,97306.0,,53788.0,104271.0,,,,,8230.0,7080.0,,,10805.0,10850.0,,8275.0,,10440.0,7625.0,,10865.0,,14510.0,9800.0,,,,27131.0,,,,,,,,,,,,10934.0,10685.0,10340.0,,,,,,,,,,,,,,,9145.0,9343.0,4070.0,17755.0,,,10986.0,,6505.0,4120.0,9030.0,
2017-03-15,23801,12950.0,,7965.0,5103.0,8501.0,,16625.0,14372.0,,19584.0,8391.0,,5752.0,,22137.0,,,,,,3801.0,,,,5045.0,3274.0,,6641.0,11175.0,,,,,,,,,97311.0,,53739.0,104465.0,,,,,8210.0,7065.0,,,10945.0,10950.0,,8245.0,,10485.0,7610.0,,10945.0,,14485.0,9880.0,,,,27045.0,,,,,,,,,,,,10828.0,10605.0,10255.0,,,,,,,,,,,,,,,9155.0,9343.0,4055.0,17800.0,,,10939.0,,6440.0,4130.0,8960.0,
2017-03-16,23971,13135.0,,8095.0,5121.0,8584.0,,16667.0,14487.0,,19559.0,8433.0,,5734.0,,22321.0,,,,,,3811.0,,,,5167.0,3393.0,,6628.0,11104.0,,,,,,,,,97321.0,,53876.0,105347.0,,,,,8095.0,7015.0,,,10835.0,11150.0,,8135.0,,10590.0,7545.0,,11170.0,,14490.0,10090.0,,,,26975.0,,,,,,,,,,,,10838.0,10656.0,10280.0,,,,,,,,,,,,,,,9310.0,9561.0,4190.0,18020.0,,,10830.0,,6525.0,4160.0,8780.0,
2017-03-17,24077,13265.0,,8040.0,5180.0,8554.0,,16667.0,14501.0,,19246.0,8484.0,,5789.0,,22167.0,,,,,,3879.0,,,,5119.0,3426.0,,6710.0,11179.0,,,,,,,,,97330.0,,53958.0,105352.0,,,,,8010.0,6985.0,,,10900.0,11150.0,,8055.0,,10585.0,7515.0,,11155.0,,14650.0,10095.0,,,,26883.0,,,,,,,,,,,,10890.0,10619.0,10275.0,,,,,,,,,,,,,,,9345.0,9534.0,4155.0,17860.0,,,10825.0,,6495.0,4120.0,8775.0,
2017-03-20,24047,13230.0,,7965.0,5184.0,8508.0,,16588.0,14651.0,,19251.0,8491.0,,5713.0,,22009.0,,,,,,3801.0,,,,5080.0,3431.0,,6657.0,11161.0,,,,,,,,,97330.0,,53933.0,105393.0,,,,,8045.0,6995.0,,,10945.0,11385.0,,8085.0,,10680.0,7525.0,,11385.0,,14850.0,10280.0,,,,26584.0,,,,,,,,,,,,10744.0,10600.0,10270.0,,,,,,,,,,,,,,,9380.0,9575.0,4185.0,17720.0,,,10723.0,,6410.0,4090.0,8600.0,
2017-03-21,24279,13475.0,,8045.0,5201.0,8521.0,,16883.0,15192.0,,19217.0,8556.0,,5665.0,,22157.0,,,,,,3791.0,,,,5148.0,3403.0,,6687.0,11161.0,,,,,,,,,97335.0,,53983.0,105587.0,,,,,7885.0,6935.0,,,10895.0,11405.0,,7920.0,,10695.0,7455.0,,11405.0,,14755.0,10295.0,,,,26559.0,,,,,,,,,,,,10719.0,10489.0,10290.0,,,,,,,,,,,,,,,9330.0,9557.0,4145.0,17790.0,,,10718.0,,6355.0,4115.0,8590.0,
2017-03-22,24200,13370.0,,7995.0,5189.0,8521.0,,17009.0,15141.0,,19302.0,8481.0,,5554.0,,22097.0,,,,,,3777.0,,,,5167.0,3360.0,,6696.0,11251.0,,,,,,,,,97330.0,,53948.0,105555.0,,,,,7960.0,6960.0,,,10910.0,11330.0,,7985.0,,10675.0,7495.0,,11340.0,,14755.0,10235.0,,,,26186.0,,,,,,,,,,,,10643.0,10451.0,10350.0,,,,,,,,,,,,,,,9420.0,9523.0,4205.0,17355.0,,,10751.0,,6320.0,4060.0,8645.0,
2017-03-23,24239,13410.0,,7980.0,5201.0,8505.0,,17056.0,14939.0,,19246.0,8522.0,,5635.0,,22014.0,,,,,,3772.0,,,,5207.0,3470.0,,6757.0,11302.0,,,,,,,,,97344.0,,53988.0,105686.0,,,,,7930.0,6960.0,,,10930.0,11365.0,,7965.0,,10685.0,7485.0,,11370.0,,14735.0,10250.0,,,,26424.0,,,,,,,,,,,,10584.0,10427.0,10390.0,,,,,,,,,,,,,,,9445.0,9530.0,4180.0,17535.0,,,10741.0,,6305.0,4095.0,8625.0,
2017-03-24,24200,13365.0,,8025.0,5117.0,8549.0,,17080.0,14887.0,,19498.0,8536.0,,5623.0,,22102.0,,,,,,3918.0,,,,5232.0,3431.0,,6859.0,11396.0,,,,,,,,,97349.0,,53928.0,105618.0,,,,,7950.0,6960.0,,,10885.0,11355.0,,7990.0,,10680.0,7490.0,,11345.0,,14630.0,10260.0,,,,26424.0,,,,,,,,,,,,10652.0,10511.0,10445.0,,,,,,,,,,,,,,,9430.0,9589.0,4205.0,17355.0,,,10741.0,,6345.0,4045.0,8630.0,
2017-03-27,24047,13195.0,,8065.0,5086.0,8574.0,,17084.0,14755.0,,19632.0,8454.0,,5530.0,,22311.0,,,,,,3898.0,,,,5237.0,3374.0,,6911.0,11454.0,,,,,,,,,97349.0,,54008.0,105798.0,,,,,8060.0,7015.0,,,10850.0,11555.0,,8100.0,,10760.0,7540.0,,11520.0,,14705.0,10410.0,,,,25970.0,,,,,,,,,,,,10574.0,10422.0,10470.0,,,,,,,,,,,,,,,9560.0,9570.0,4285.0,17210.0,,,10643.0,,6230.0,4035.0,8490.0,
2017-03-28,24103,13265.0,,8190.0,5081.0,8640.0,,17042.0,14691.0,,19738.0,8465.0,,5536.0,,22450.0,,,,,,3979.0,,,,5252.0,3388.0,,6952.0,11454.0,,9750.0,,,,,,,97359.0,,53968.0,105793.0,,,,,8020.0,6990.0,,,10775.0,11550.0,,8060.0,,10775.0,7525.0,,11545.0,,14720.0,10430.0,,,,26270.0,,,,,,,,,,,,10579.0,10437.0,10365.0,,,,,,,,,,,,,,,9490.0,9486.0,4315.0,17405.0,,,10648.0,,6180.0,4065.0,8480.0,
